Headline,Body ID,Stance
Was Alleged Audio of Michael Brown Shooting on CNN a Hoax?,2187,0
NASA Raises Doubts About Reports of Nicaraguan Meteorite,524,0
Accountant Claims Comcast Got Him Fired From His Job for Reporting a Customer Service Issue,2238,3
Return of the Mac: Seth Rogen in talks to star as Apple co-founder Steve Wozniak in upcoming Steve Jobs biopic,11,0
"Vice CEO Shane Smith reportedly spent $300,000 on a steak dinner at CES",505,0
CNN audio: Is this the moment Michael Brown was shot?,2044,0
"Fidel Castro Dead? Yes, He Is… But The Cuban Leader Is Alive, Death Rumors Proven False",2251,3
‘Evil straight from the pits of hell': American journalist James Foley reportedly beheaded by ISIS,1197,0
Did Kim Yo-Jong Take Kim Jong Un’s Role? North Korea Ill Health Rumors Are ‘Fabricated’,413,0
Ebola Frisco 2014: Patient Shows Virus Symptoms After Apparent Thomas Eric Duncan Contact,298,0
"‘Teletubbies’ Sun Baby: Fans Freak Out Over Jess Smith, 19",2256,0
Iraqi and Kurdish media reports cases of Ebola among Islamic State fighters in Mosul,1291,0
CNN Expert on Brown Audio: At First I Thought ‘Someone’s Trying to Punk CNN’,2434,3
Apple may launch 12-inch MacBook Air with Retina Display,1101,3
Sugarhill Gang rapper Big Bank Hank dies aged 57,972,0
"Nasa Confirms Six Days of Darkness in December': No, they really don't - it's a hoax",1586,0
Magic mushroom found growing at Buckingham Palace,957,1
Boko Haram denies ceasefire claim by Nigeria's government,1073,0
Mum Offers to Sell Twin Boy to Save Twin Girl,1225,0
U.S. Hostage Luke Somers Killed During Yemen Rescue Bid: Family,524,0
Missing Libyan aircraft spark fears of 9/11-style attack in North Africa,1642,0
Christian Bale set to play Steve Jobs in forthcoming biopic of Apple co-founder,35,0
Pure Evil: Islamic State Beheads American Journalist James Wright Foley,524,0
That Boko Haram Ceasefire in Nigeria Isn’t A Ceasefire,821,0
"Boko Haram: Kidnapped Girls Have Been Married Off, Truce Never Happened",2177,0
"No, Banksy Didn't Create That 'Charlie Hebdo' Tribute Cartoon, But That Doesn't Mean You Can't Appreciate It",1584,3
"Accused Boston Marathon Bomber Severely Injured In Prison, May Never Walk Or Talk Again",385,0
Small Meteorite Strikes in Nicaragua's Capital City of Managua,1071,0
British Aid Worker Confirmed Murdered By ISIS,1477,0
James Foley remembered as 'brave and tireless' journalist,481,3
Pentagon: ISIS seized materials airdropped to Kurds,666,0
Someone painted a graffiti dick on a $2.5 million car,1183,0
Report: Nearly a Dozen Commercial Airliners Missing Ahead of 9/11 Anniversary After Islamists Overrun Libyan Airport,2162,3
An accidental delivery of arms to the Islamic State and the problem with airdrops,1949,1
"BATMOBILE NOT STOLEN, MTV CONTEST PRIZE REMAINS UNCLAIMED",1311,0
Government employee fired after skipping work for 24 years,860,0
Mum faces real-life Sophie's Choice – as she tries to sell her son to fund daughter's care,524,0
"Sadly, Pumpkin Spice Condoms Aren't A Thing After All",1888,0
Robot security guards now patrolling Microsoft's Silicon Valley campus,2432,1
SHOCK CLAIM: PGA Golfer Says Tiger Woods Is Suspended For Failed Drug Test,1406,0
Saudi cleric condemns snowmen as anti-Islamic,760,0
Now the Vogue Rats Are Chewing Through Couture,2080,0
"Vice's Shane Smith drops $300,000 on Vegas dinner",1682,1
"No, there aren’t any Ebola cases in Iraq",5,0
"Lady on FB: I'm 41, Intersex, and Fucked Michael Phelps on First Date",1406,0
ISIS Executioner 'Jihadi John' Is Named as Mohammed Emwazi,2123,3
Apple Watch Pop-Up Shop Also Planned for London's Selfridges Department Store,2180,0
Tiger Woods Is Selling His Private Island For $7.1 Million,1836,0
Report: US Drones Over Syria Looking for ISIS Leader Abu Bakr al-Baghdadi,933,0
"Star Wars VII' News, Update: JJ Abrams Pushing for Summer Release?",748,0
Wife and child of Islamic State leader Baghdadi held in Lebanon,845,0
"""Categorically False"": DHS Debunks Right-Wing Fiction That ISIS Attempted To Cross The U.S.- Mexico Border",167,0
Islamic State killer 'Jihadi John' named as Mohammed Emwazi,2184,0
Michelle Obama’s face blurred by Saudi state television,1498,0
"Brian Williams: No, Our Meteorologist Was Not Peeing on Live TV",831,0
"See How This Homeless Man Spends A Hundred Dollars, And Keep A Tissue Handy [Video]",254,0
Missing Mexican students 'not found in mass grave',324,0
Nun who had no idea she was pregnant gives birth after going to hospital with stomach pains,220,0
Lebanon confirms holding ISIS chief’s kin,1787,0
"Audio captured at time of Michael Brown shooting, company says",2248,0
ISIS leader ‘killed’ in US airstrikes,1634,3
Christian Bale in Talks to Play Steve Jobs (Exclusive),860,3
Apple Watch launch reportedly planned for February with limited supply,280,0
NET Extra: Back-from-the-dead Catholic priest claims God is a female...,2370,0
Zack Snyder Responds to Fake Stolen Batmobile Report,1789,0
Al-Shabab leader who ordered Kenya mall massacre believed killed in US drone attack in Somalia,1427,0
Isis Syria News: Iraqi Pilots 'Training Isis Fighters' to Fly Captured Planes,1293,0
Judd Nelson isn't dead; report is a hoax,1906,0
An audio recording of the Michael Brown shooting has reportedly surfaced,1776,3
North Korean leader Kim Jong-un to open restaurant in Scotland,17,0
Teacher suspended after sex session with teen pupil ends up on hardcore porn website,822,0
Anna Wintour: Is Rat Infestation At NYC ‘Vogue’ Office Kim Kardashian’s Fault?,754,0
Islamic Militants Post Video Claiming to Show Beheading of U.S. Journalist,578,3
Unconfirmed Reports Say UK Hostage Held By ISIS Found Innocent,347,3
Christian Bale quits Steve Jobs movie,1702,0
Kurds Deny Gill Rosenberg was in Kobane,1628,0
Weatherman caught peeing live on camera,1169,0
ADVISORY-Islamist rebel leader killed in U.S. strike - Somali government,1931,0
Texas Truck Winds Up in Syria With Islamic Militants,1467,0
Isis claims to behead US journalist,1034,0
Kimye’s Fault? Anna Wintour’s NYC ‘Vogue’ Offices Hit With Disgusting Rat Infestation: ‘Rat Droppings On Desks’,1289,0
"Meteorite makes big crater in Nicaragua, government says",601,2
Indian worker sacked after going on leave for 24 years,7,0
Video Purports to Show Beheading of American Journalist,1358,0
"Lady on FB: I'm 41, Intersex, and Fucked Michael Phelps on First Date",247,3
Jihadi John' named as Mohammed Emwazi from London,1256,0
Rodney Constantine keeps Facebook promise and turns himself in to police,499,0
"Luckiest Pizza Delivery Guy Ever Gets $2,000 Tip",676,1
"Nun gives birth, intends to keep baby",1760,0
Russian Yeti Or Bigfoot Hoax? New Footage Sparks Debate,1266,0
Purported ISIS claim: Jordan airstrike kills female US hostage,472,0
Indian civil servant sacked 'after 24-year sickie',1921,0
Missing Planes,2309,0
Biological Warfare on the Horizon? ISIS Soldiers May Be Infected With Ebola,225,0
"Fidel Castro Rumors Sweep Internet, But No Sign in Cuba",227,0
Bunbury local discovered a spider had burrowed under his skin on Bali holiday,2329,0
Missing American journalist reportedly beheaded by Islamic State,2127,0
Islamic State Leader al-Baghdadi “Not Dead”,2187,0
Did NBC Nightly News Go Live To A Man Who Was Taking A Piss?,1574,0
A Bunch Of Folks Are Passing Around This Hoax Video Of A Bird Pooping On Vladimir Putin,1957,1
Who Should Play Steve Jobs Now That Christian Bale Quit?,1897,0
Militant Group Says It Killed American Journalist in Syria,2070,0
"U.S. accidentally delivered weapons to the Islamic State by airdrop, militants say",2168,3
You're Not Going to Become Weightless on January 4th,304,0
Islamic State claims to have beheaded American journalist,2261,0
Sugarhill Gang Rapper ‘Big Bank Hank’ Dies at 57,2035,1
Michael Phelps’ girlfriend Taylor Lianne Chandler reveals she was raised as a boy,1820,1
Government fires employee who skipped work for 24 years,1950,0
Banksy' Reacts To Paris Attack With Poignant Drawing,2070,3
That Was Fast: Christian Bale Bails on Steve Jobs Biopic,2017,3
Report claims Kim Jong-un underwent surgery to repair fractured ankles,2210,0
Kimye’s Fault? Anna Wintour’s NYC ‘Vogue’ Offices Hit With Disgusting Rat Infestation: ‘Rat Droppings On Desks’,346,0
Ottawa gunman identified as 32-year-old Michael Zehaf-Bibeau,1569,1
Alleged audio of Michael Brown shooting released,132,0
This Is Why Rumors That ISIS Is Crossing The Border Into The U.S. Aren’t Going Away,1637,0
NYC relaxes response to marijuana possession,666,0
Christian Bale will not play Steve Jobs,687,0
Lego letter from the 1970s still offers a powerful message to parents 40 years later,989,0
"Rumors of King Abdullah Flying in Airstrikes Not True, Fox Excited Anyway",1644,3
Pants on Fire: Duncan Hunter makes unconfirmed claim Border Patrol caught at least 10 ISIS fighters,220,0
Bali spider burrows under Aussie’s chest,1422,0
Boko Haram denies ceasefire claim by Nigeria's government,2144,3
"Star Wars VII' News, Update: JJ Abrams Pushing for Summer Release?",1843,3
ISIS Fighters Getting Caught Coming Across the U.S.-Mexican Border?,1498,0
High school student scores $72M playing the stock market,1183,0
‘Feminist’ says she aborted baby because it was a boy,2014,2
Islamic State killer 'Jihadi John' named as Mohammed Emwazi,1437,0
Seth Rogen reportedly nabs Steve Wozniak role in Steve Jobs filmSteve Jobs Iconic Moments,1853,0
Boko Haram denies ceasefire claim by Nigeria's government,34,0
Moment Michael Brown was shot dead 'caught on audio recording': FBI handed potentially damning tape of ELEVEN shots being fired - including final volley of 'kill shots',450,0
Saudi fatwa banning snowmen triggers heated debate,942,0
Journalist James Wright Foley reportedly beheaded by ISIS,1125,0
Abdel Majed Abdel Bary Emerges as Suspect in Foley Beheading,195,0
What Glenn Beck Fears May Be Done With the 11 Missing Jets,126,0
This Kid Made $72 Million During Lunch,2192,0
CNN Plays Alleged Audiotape of Michael Brown ShootingMilitarization Of Police,2177,0
Staff Reporter,781,0
Emotional sergeant-at-arms is greeted back to parliament with a rousing standing ovation a day after he heroically shot dead terrorist - the first time he used weapon in 30 year career,1347,0
British rapper a suspect in ISIS beheading,1303,0
America's oldest time capsule unearthed at Boston statehouse after being buried in 1795 by Sam Adams and Paul Revere,1442,0
Heartbroken girl spends week in KFC after getting dumped,1551,1
Amazon Reportedly Planning An Ad-Supported Video Service That Will Be Cheaper Than Netflix,2287,0
SEE IT: California homeless man uses $100 gift to give food to others,1611,3
"Forget 18-karat gold, next-generation Apple Watch Edition could use platinum: Report",2509,0
Son pays off his parents' mortgage in a heartwarming Christmas video,2036,3
Did Paul Rudd Help Tackle That Dallas Airport Gay-Basher?,853,0
"Islamic State leader's family detained by Lebanon, officials say",845,0
CNN Expert on Brown Audio: At First I Thought ‘Someone’s Trying to Punk CNN’,450,0
We took a look at the photo said to show the body of Islamic State leader Abu Bakr Al-Baghdadi (right) and found it was really an ethnic Albanian militant killed in 2013,2036,0
Alleged Audio of Michael Brown Shooting Doesn’t Sound Good for Officer Darren Wilson,2481,3
"Batmobile Stolen From ""Batman v Superman: Dawn of Justice"" Set, Zack Snyder Knows Who Did It",672,2
CNN Posts Alleged Audio of Michael Brown Shooting,1435,0
BREAKING NEWS: British-born U.S. photojournalist held hostage by al-Qaeda killed in failed rescue attempt in Yemen,120,0
Here Are Microsoft's New Robot Security Guards,2097,0
DNA test confirms child is IS head Abu Bakr al-Baghdadi's daughter,1471,0
Pentagon: death of al Shabaab leader in U.S. strike would be major blow,2364,3
Seth Rogen to Play Apple’s Steve Wozniak,2272,0
Is Kim Jong-un’s sister now the power behind the North Korean throne?,817,3
Small Meteorite Strikes in Nicaragua's Capital City of Managua,1056,2
CNN Plays Alleged Audiotape of Michael Brown ShootingMilitarization Of Police,1916,3
New Audio Recording From Ferguson May Capture Michael Brown Shooting,321,0
Penis graffiti drawn on £1.5million Bugatti Veyron,1453,2
It's back! The incredible new Batmobile takes a spin around Detroit... after rumors it had been STOLEN,1789,0
Apple Watch to reportedly offer 'Power Reserve' to help extend battery life,1223,0
Wife and son of Isil leader Abu Bakr al-Baghdadi 'detained at Lebanon border',1875,0
"Why the Gold Apple Watch Edition Must Cost $10,000",1708,0
That’s one way to clean it: Apple Watch will reportedly survive a trip through the shower,2367,0
"Vice Media Chief Said to Pay $300,000 for Dinner for 30",500,0
"Apple 12-Inch MacBook Air Details Emerge; Device Could Be Thinner, Lighter Than Current Model",2509,0
ISIS Border Crisis: DHS Chief Says Terrorists Not Entering US Through Mexico,80,0
Chinese State Media Warns People To Stop Calling Themselves Dumbledore,1987,0
"Video showing American journalist beheaded believed real, officials and family say",1569,0
Devoted pet owner spends £300 to save his GOLDFISH after it became constipated,1157,0
Who Is Michael Zehaf-Bibeau? Ottawa Shooter Suspect Identified By Canadian Officials,2296,0
No - a Fox News Twitter account isn't responding to tweets on the #FoxNewsFacts hashtag,748,1
ISIL video claims beheading of kidnapped journalist James Foley,1011,3
SEE IT: California homeless man uses $100 gift to give food to others,373,0
Christian Bale will not play Steve Jobs,919,0
Rep. Duncan Hunter: 'At Least 10' ISIS Fighters Caught at Mexican Border,1946,3
Ferguson riots: audio may have captured Michael Brown shooting,1817,3
Pictured: Libyan Islamist rebels pose with planes seized from Tripoli airport as U.S. officials warn they could be used to carry out terrorist attack on 9/11 anniversary,2317,0
"Gill Rosenberg, Canadian-Israeli Woman Feared Kidnapped By ISIS, Says She's Safe",2067,0
Mohammed Emwazi: Man identified as Isis killer 'Jihadi John' was 'stopped by MI5' while on safari holiday in Africa in 2010,161,0
Missing jetliners raise fear of new 9/11-style attacks after Libyan airport falls to Islamic militants,2010,3
Two blokes dared to eat 20-year-old burger for charity,720,0
"Marine Gets Shot in the Head, Walks Away",2452,0
Nicaragua asks U.S. for help investigating meteorite crater,971,0
Man Known as ‘Jihadi John’ Is Identified as Mohammed Emwazi,472,0
Was The Video Of That Homeless Man Doing Good Deeds With $100 All An Elaborate Hoax!?,643,0
"Catholic Priest Dead For 48 Minutes, Is Miraculously Revived – His Revelations About God Are Even More Shocking",304,0
IRAQI AND KURDISH MEDIA REPORTS: ISIS FIGHTERS HAVE CONTRACTED EBOLA,1013,0
"Don't forget to tip...especially if you spend $300,000",640,0
Boko Haram denies truce to release kidnapped schoolgirls,1661,0
North Korean dictator Kim Jong-Un to open restaurant in Scotland,190,0
Sugarhill Gang rapper Big Bank Hank dies at age 57,234,0
PGA Tour Denies Claim That Tiger Woods Failed A Drug Test,593,3
Predator Drone Reportedly Spotted Over ISIS Hotbed in Syria; Airstrikes Hit ISIS Targets,933,0
Militant Group Says It Killed American Journalist in Syria,2261,0
Angry mob cut off rapist’s penis with meat cleaver (VIEWER DISCRETION),2005,1
"Iraq claims ISIS leader al-Baghdadi’s wife has NOT been arrested, despite Lebanon insisting woman detained at border told them she was Islamist extremist’s spouse",1468,1
Report: Christian Bale Just Bailed on the Steve Jobs Movie,1406,0
Reports: Big Bank Hank of pioneering rap group Sugarhill Gang has died,1107,0
Lebanon confirms holding ISIS chief’s kin,220,0
ISIS Beheads American Journalist James Foley in Video Message to U.S.,2495,3
Insurgents killed in Nigeria despite alleged truce with Boko Haram,2526,0
Audio recording allegedly captures at least 10 shots fired in Michael Brown killing,1916,3
Islamic State claims to have beheaded American journalist,880,3
ISIS Reportedly Beheads American Photojournalist in Iraq,1009,0
Return of the Mac: Seth Rogen in talks to star as Apple co-founder Steve Wozniak in upcoming Steve Jobs biopic,1905,0
See the Crater a Meteorite Made in Nicaragua,2155,0
"Thanks Uncle Sam, we have your weapons airdrop: ISIS taunts America over intercepted weapons meant for Kurds",1237,0
Schoolboy who got electric shock from lamppost claims he now has magnetic powers,1459,0
Report: Possible audio tape of Michael Brown shooting,1786,0
KIM DINE WITH ME: Porky president Kim Jong-un to open UK restaurant serving DOG,1806,0
Cameron vows to hunt down IS 'monsters' after Haines murder,737,0
"Video Appears to Show Beheading of Journalist James Foley, Who Went Missing in Syria",2096,3
"Meteorite Strikes Nicaraguan Capital, Creates 16-Foot-Deep Crater",2264,3
Isis supporters claim US hostage killed in coalition air strike in Syria,2376,3
Tropical spider burrowed under Bali tourist's skin,1549,0
Judd Nelson rebuffs Internet rumors that he died of a drug overdose.,1786,0
Tiger Woods' agent shoots down report of failed drug test,1535,0
US drones hunt Isis leader in Syria,1419,0
Nigeria Says Boko Haram Cease-Fire May Lead to Release of Kidnapped Girls,2088,0
Report: US Drones Over Syria Looking for ISIS Leader Abu Bakr al-Baghdadi,304,0
Wife Of ISIS Leader Abu Bakr al-Baghdadi Detained In Lebanon,1883,0
Setting the record straight on tor,225,0
"Boko Haram leader denies ceasefire deal, says 200 abducted girls married off ",298,0
WHO ‘probing’ whether ISIS fighters got Ebola,2025,3
Matt Taibbi on leave of absence from First Look Media,569,0
Angry mob hacks off alleged rapist's genitals with meat cleaver after dragging him into butchers,1368,0
"Rumor: Stainless Steel Apple Watch Will Cost $500, Gold $4,000",2201,3
CARLISLE HEAD SLAPPER ATTACKS SNEEZING WOMEN,1660,0
Schoolboy almost killed by electric shock claims he now has superpowers like Magneto,1040,0
Another American hostage at risk by Islamic state,1351,0
"Op-Ed: Hoax – Priest who never existed claims he died, saw female God",303,0
"UPDATE: Soldier, gunman who died in Ottawa rampage identified",1739,0
Did NBC Nightly News Go Live To A Man Who Was Taking A Piss?,633,0
CNN Airs Alleged Audio from Michael Brown Shooting,2020,0
Homeland Security: No ISIL fighters on U.S. border,2458,0
Mexico checks if 43 missing students in mass grave,1148,0
James Foley remembered as 'brave and tireless' journalist,1549,0
Here's video of a bird pooping on Vladimir Putin in the middle of a speech,125,0
"Is Kim Jong-un's Sister, Kim Yo-jong, Running North Korea In His Mysterious Absence?",2473,3
Texas plumber's truck on front line of Syria war,2242,1
Research Medical Center denies reports that a patient has Ebola,1343,1
Lynch Mob Castrates Alleged Rapist In Rajasthan,2115,1
"Video showing American journalist beheaded believed real, officials and family say",2290,0
North Korean leader Kim Jong-un to open restaurant in Scotland,1312,0
Court Orders Probe Into Complaints Of 'Forced Castration' In Religious 'Dera' Sect,34,0
"McDonald’s to Stop Serving Overweight Customers in January? Nope, ‘1/15/2015′ Story is Fake",2302,0
New Audio Reveals Pause in Gunfire When Michael Brown Was Shot: Attorney,1426,3
No hard evidence' of Isis claims it kidnapped Canadian-Israeli woman Gill Rosenberg,1224,0
US officials: Video shows American's execution,1251,0
"James Wright Foley, Kidnapped Journalist, Apparently Executed by ISIS",2070,0
ISLAMIC STATE BEHEADS MISSING AMERICAN JOURNALIST JAMES WRIGHT FOLEY,1524,0
Is the iPhone 6 Really Pulling Out Your Hair?,2088,3
Islamic State killer 'Jihadi John' named as Mohammed Emwazi,1933,0
"James Foley: American Journalist, James Wright Foley Beheaded in New ISIS Video [Breaking News]",1336,1
Missing American journalist reportedly beheaded by Islamic State,938,0
North Korea dictator Kim Jong-un undergoes surgery after breaking both ankles on military tour,2042,0
Kim Jong-Un planning Scottish restaurant,2314,0
Bird defecates on Vladimir Putin during speech (video),1155,0
Missing Mexico students not among 28 bodies found in mass grave,1538,0
WHO: Reports of Suspected Ebola Cases in Iraq Untrue,1034,0
Meteorite Leaves House-Sized Crater in Nicaragua’s Capital,2042,0
Former PGA Tour player: Tiger Woods suspended for drug test failure,1502,0
"If you really believed Colorado KFCs were selling pot, here’s a reality check",1826,0
This Kid Made $72 Million During Lunch,1858,2
Isis Syria News: Iraqi Pilots 'Training Isis Fighters' to Fly Captured Planes,162,3
ISIS militants trick mother into ‘eating her kidnapped son’,225,0
ADVISORY-Islamist rebel leader killed in U.S. strike - Somali government,646,0
CNN audio: Is this the moment Michael Brown was shot?,2187,0
Anna Wintour: Is Rat Infestation At NYC ‘Vogue’ Office Kim Kardashian’s Fault?,651,0
Has Kim's SISTER taken over North Korea? Dictator fails to show for key Communist event (but does send a nice flower basket instead),2477,3
Tropical spider burrowed under man's skin through appendix scar and lived there for THREE DAYS,1826,0
Terror Leader Ahmed Abdi Godane Killed in U.S. Strike,2364,3
Amazon's first brick-and-mortar store said to open in Manhattan,1936,0
"Video showing American journalist beheaded believed real, officials and family say",1873,0
Report: Former Baseball Star Jose Canseco Accidentally Shot At Home,2314,0
Audio recording of Michael Brown being gunned down WAS made at the time he was killed: App company appears to confirm tape of ELEVEN bullets being fired - including final volley of 'kill shots',1481,0
Fears Islamic State could launch EBOLA attack on Britain after fighters 'contract virus',5,0
Nun 'has surprise baby' after complaining of stomach pains,1828,3
"FIDEL CASTRO DEATH WATCH: RUMORS HEAT UP, CUBA DENIES",93,0
CNN Posts Alleged Audio of Michael Brown Shooting,321,0
Sugarhill Gang rapper Big Bank Hank dies aged 57,752,0
Fence-jumper got farther into White House,1840,1
Christian Bale in Talks to Play Steve Jobs in Danny Boyle's Biopic,1019,3
Missing jetliners raise fear of new 9/11-style attacks after Libyan airport falls to Islamic militants,941,0
Customer: I was fired for Comcast complaint,86,0
Spider Burrows Into Australian Man's Appendix Scar (VIDEO),1271,0
YPG Confirms: Gill Rosenberg Not Captured in Kobani,942,0
An Indian Civil Servant Just Got Sacked After Not Turning Up For Work For 25 Years,7,0
BREAKING NEWS: British-born U.S. photojournalist held hostage by al-Qaeda killed in failed rescue attempt in Yemen,975,0
ISIS Reportedly Beheads U.S. Journalist James Wright Foley on Camera,1358,0
"Six months after abducting Nigerian schoolgirls, Boko Haram reportedly wants to free them",1351,0
Video shows ISIL beheading of photojournalist James Foley,2047,3
Don’t ‘Reset All Settings’ in iOS 8 unless you want to lose your iCloud files,1413,0
HORROR: ISIS Fighters Have Reportedly Contracted Ebola,2177,0
ISIS militants appear to behead abducted American journalist James Wright Foley in graphic video,1580,3
Conde Nast's rat problem at One World Trade Centre: From red carpets to rodent droppings,1543,3
Caught a catfish record in Po: 127 kg and 2.67 meters,280,0
PopWatch Teenager fights for the right to be recognized as Teletubbies' smiling sun-baby,837,0
Al-Shabab leader who ordered Kenya mall massacre believed killed in US drone attack in Somalia,1921,0
"BATMOBILE NOT STOLEN, MTV CONTEST PRIZE REMAINS UNCLAIMED",529,0
An accidental delivery of arms to the Islamic State and the problem with airdrops,513,0
Emotional sergeant-at-arms is greeted back to parliament with a rousing standing ovation a day after he heroically shot dead terrorist - the first time he used weapon in 30 year career,1361,0
The rats eat Prada at Vogue NY office,1036,0
Report: Christian Bale Drops Out Of Steve Jobs Biopic,1294,0
Mystery man slaps shoppers around head for sneezing,1521,0
Sugarhill Gang's Big Bank Hank Dead At 57,2398,1
"Islamic State Training Pilots in Military Jets, Monitors Say",1646,0
"David Haines Beheaded By ISIS, Execution Video Contains Threats Against UK: Reports",581,1
Video Purports to Show Beheading of American Journalist,1857,0
Rumors Of Fidel Castro's Death Circulate After Prolonged Absence From Public Life,892,0
Audio recording allegedly captures moment Michael Brown was shot,803,0
Opposition group: ISIS militants training to fly warplanes in Syria,2188,0
Jeh Johnson shoots down Duncan Hunter's assertion IS is entering U.S. via Mexico,1637,0
"Apple Watch Stainless Steel variant reportedly priced at $500, $4,000 for the gold variant",1651,0
Obama administration DENIES congressman's claim that 'at least ten ISIS fighters have been caught coming across the Mexican border in Texas',2056,0
Cold Turkey,693,0
Iraqi social-media rumors claim IS leader slain,595,0
Banksy arrest hoax: Internet duped by fake report claiming that the street artist's identity has been revealed,1269,0
Holy Theft! Batmobile Stolen from 'Batman v Superman'???,1237,3
Kim Had Ankle Surgery:  Source,2141,0
ISIS Claims to Have Intercepted Supplies From U.S. Airdrop,168,0
"Catholic priest dies for 48 mins, wakes up claiming God is a woman",1605,0
ISIS fighters 'have contracted Ebola': World Health Organisation investigating reports militants showed up at Iraqi hospital with lethal disease,1803,0
"No, a bird didn't poop on Vladimir Putin",2044,0
The Guy Who Said a Spider Burrowed Under His Skin? Experts Say…,1883,3
Sugarhill Gang rapper Big Bank Hank dies at age 57,2351,1
Amazon.com to open first physical store in Manhattan: DJ,1802,0
Rumor Robert Plant Ripped Up $800 Million Contract To Reunite Led Zeppelin Called 'Rubbish',1047,0
"Sick Kansas City man said not to have Ebola, U.S. plans new steps to fight virus",99,0
Tourist wakes to find strange red trail on his stomach - and discovers a spider has burrowed through his appendix scar and crawled UNDER his skin while on holiday in Bali,1661,0
"Op-Ed: Hoax – Priest who never existed claims he died, saw female God",2515,2
Eyewitness Says Viral Video of Homeless Man Was Staged,320,0
"Woman catches husband cheating with her twin, humiliates them",662,1
"Pope Francis did not tell boy heaven has room for pets, contrary to report",1408,0
Sugarhill Gang’s Big Bank Hank dead at 57,1651,0
"TEXAS TURKEY FARM CONTAMINATED WITH EBOLA, OVER 250,000 HOLIDAY TURKEYS INFECTED",2210,1
"BREAKING: Islamic State, in video, beheads American journalist James Wright Foley who was kidnapped in 2012 -@BNONews",2115,0
Fears Islamic State could launch EBOLA attack on Britain after fighters 'contract virus',1807,3
Newly Discovered Mass Grave Linked to Missing Mexican Students,1740,0
Islamic State releases video apparently showing the beheading of missing US journalist James Foley,206,3
Batmobile Stolen From 'Batman V Superman: Dawn Of Justice' Set? Report Claims That One Of The Batmobile Models Is Missing! Detroit Locals Responsible?,1538,3
"Video Appears to Show Beheading of Journalist James Foley, Who Went Missing in Syria",938,0
An Audio Recording of the Michael Brown Shooting Has Reportedly Surfaced,2149,3
Report claims Kim Jong-un underwent surgery to repair fractured ankles,2087,0
Dylan Thomas Finds Tropical Spider Burrowed Under Skin,1372,0
Source: Tom Brokaw Wants Brian Williams Fired,373,0
"In Moscow, police are looking for a felon, cut the male genitals",1015,0
"Big Bank Hank, US rapper and Sugarhill Gang founder member, dies at 57",234,0
Lebanon 'holding IS leader's daughter and ex-wife',273,3
"Rare meteorite impact causes blast in Nicaragua's capital, Managua",48,0
11 jetliners 'missing' after Islamist takeover of airport,1660,0
Iraqi media: ISIS militants have contracted Ebola,5,0
"Batmobile Stolen From ""Batman v Superman: Dawn of Justice"" Set, Zack Snyder Knows Who Did It",702,0
Banksy arrest hoax: US website claims street artist caught in Watford,1020,0
"Catholic priest dies for 48 mins, wakes up claiming God is a woman",169,0
Nigeria and Boko Haram 'agree ceasefire and girls' release',903,0
It's back! The incredible new Batmobile takes a spin around Detroit... after rumors it had been STOLEN,1807,0
The Pumpkin-Spice Condom Is Just a Figment of Your Own Gross Imagination,703,0
NYPD to stop arrests for small amounts of marijuana,1875,0
Eggnog-chugging contest leads to hospital stay,1543,0
CPWD official sacked for absence from duty for 25 years,2441,1
ISIS leader ‘killed’ in US airstrikes,724,0
U.S. airstrike kills Islamic Al Shabab terrorist leader in Somalia,1982,3
Homeland Security: No ISIL fighters on U.S. border,1398,3
"BREAKING: Islamic State, in video, beheads American journalist James Wright Foley who was kidnapped in 2012 -@BNONews",2296,0
WATCH: Stan Beaton cries tears of joy when phone engineers find treasured voicemail recording of his late wife he thought was lost forever,1294,0
Audio recording of Michael Brown being gunned down WAS made at the time he was killed: App company appears to confirm tape of ELEVEN bullets being fired - including final volley of 'kill shots',504,0
This Man Paid Off His Parents' Mortgage for Christmas (Video),2036,3
Hope Fades for Girls' Release After Boko Haram 'Truce' Breached,402,0
J.J. Abrams Asks Disney To Move Up 'Star Wars: The Force Awakens' Release Date,2141,0
Did Paul Rudd Help Take Down Dallas Airport Homophobe?,1647,0
"Boko Haram agrees to ceasefire, release of school girls",955,1
Seth Rogen may play Steve Wozniak alongside Christian Bale as Steve Jobs,2410,0
Expert casts doubt on Bunbury man Dylan Thomas’s burrowing stomach-spider story,1549,0
ISIS fighters ‘have contracted Ebola’,2060,3
ISIS pays tribute to its 'Cub of Baghdadi' child soldier,847,0
Macaulay Culkin Dead? Another Death Hoax Circulates On Facebook,2326,1
Bodies In Mexico Mass Grave Apparently Not Those Of Missing Students,1156,1
Saudi cleric condemns snowmen as anti-Islamic,2456,1
Nujaifi Condemns / Daash / crime in Saqlawiyah and Alsiger areas of Anbar.,1296,0
"James Foley: American Journalist, James Wright Foley Beheaded in New ISIS Video [Breaking News]",690,0
Wife Of ISIS Leader Abu Bakr al-Baghdadi Detained In Lebanon,1143,3
NBC weatherman caught urinating in the woods live on air,2314,0
Police hunt tweed-jacket wearing man who slaps shoppers for SNEEZING,1422,1
The Story Of The High School Trader Who Made $72 Million Is A Rumor Spun Out Of Control,1042,3
Judicial Watch's Farrell: ISIS Terrorists Did Cross Mexican Border,1095,0
Michael Brown shooting audio caught on tape?,1934,3
